A014280,금강공업,1
A014285,금강공업우,1
A014440,영보화학,1
A014530,극동유화,1
A014580,태경비케이,1
A014680,한솔케미칼,1
A014710,사조씨푸드,1
A014790,한라,1
A014820,동원시스템즈,1
A014825,동원시스템즈우,1
A014830,유니드,1
A014910,성문전자,1
A014915,성문전자우,1
A014990,인디에프,1
A015020,이스타코,1
A015230,대창단조,1
A015260,에이엔피,1
A015350,부산가스,1
A015360,예스코홀딩스,1
A015540,쎌마테라퓨틱스,1
A015590,큐로,1
A015760,한국전력,1
A015860,일진홀딩스,1
A015890,태경산업,1
A016090,대현,1
A016360,삼성증권,1
A016380,KG동부제철,1
A016385,KG동부제철우,1
A016450,한세예스24홀딩스,1
A016580,환인제약,1
A016590,신대양제지,1
A016610,DB금융투자,1
A016710,대성홀딩스,1
A016740,두올,1
A016800,퍼시스,1
A016880,웅진,1
A017040,광명전기,1
A017180,명문제약,1
A017370,우신시스템,1
A017390,서울가스,1
A017550,수산중공업,1
A017670,SK텔레콤,1
A017800,현대엘리베이,1
A017810,풀무원,1
A017900,광전자,1
A017940,E1,1
A017960,한국카본,1
A018250,애경산업,1
A018260,삼성에스디에스,1
A018470,조일알미늄,1
A018500,동원금속,1
A018670,SK가스,1
A018880,한온시스템,1
A019170,신풍제약,1
A019175,신풍제약우,1
A019180,티에이치엔,1
A019440,세아특수강,1
A019490,하이트론,1
A019680,대교,1
A019685,대교우B,1
A020000,한섬,1
A020120,키다리스튜디오,1
A020150,일진머티리얼즈,1
A020560,아시아나항공,1
A020760,일진디스플,1
A021050,서원,1
A021240,코웨이,1
A021820,세원정공,1
A023000,삼원강재,1
A023150,MH에탄올,1
A023350,한국종합기술,1
A023450,동남합성,1
A023530,롯데쇼핑,1
A023590,다우기술,1
A023800,인지컨트롤스,1
A023810,인팩,1
A023960,에쓰씨엔지니어링,1
A024070,WISCOM,1
A024090,디씨엠,1
A024110,기업은행,1
A024720,한국콜마홀딩스,1
A024890,대원화성,1
A024900,덕양산업,1
A025000,KPX케미칼,1
A025530,SJM홀딩스,1
A025540,한국단자,1
A025560,미래산업,1
A025620,제이준코스메틱,1
A025750,한솔홈데코,1
A025820,이구산업,1
A025860,남해화학,1
A025890,한국주강,1
A026890,디피씨,1
A026940,부국철강,1
A026960,동서,1
A027410,BGF,1
A027740,마니커,1
A027970,세하,1
A028050,삼성엔지니어링,1
A028100,동아지질,1
A028260,삼성물산,1
A02826K,삼성물산우B,1
A028670,팬오션,1
A029460,케이씨,1
A029530,신도리코,1
A029780,삼성카드,1
A030000,제일기획,1
A030200,KT,1
A030210,KTB투자증권,1
A030610,교보증권,1
A030720,동원수산,1
A030790,비케이탑스,1
A031430,신세계인터내셔날,1
A031440,신세계푸드,1
A031820,콤텍시스템,1
A032350,롯데관광개발,1
A032560,황금에스티,1
A032640,LG유플러스,1
A032830,삼성생명,1
A033180,KH 필룩스,1
A033240,자화전자,1
A033250,체시스,1
A033270,유나이티드제약,1
A033530,세종공업,1
A033780,KT&G,1
A033920,무학,1
A034020,두산중공업,1
A034120,SBS,1
A034220,LG디스플레이,1
A034300,신세계건설,1
A034310,NICE,1
A034590,인천도시가스,1
A034730,SK,1
A03473K,SK우,1
A034830,한국토지신탁,1
A035000,지투알,1
A035150,백산,1
A035250,강원랜드,1
A035420,NAVER,1
A035510,신세계 I&C,1
A035720,카카오,1
A036420,제이콘텐트리,1
A036460,한국가스공사,1
A036530,SNT홀딩스,1
A036570,엔씨소프트,1
A036580,팜스코,1
A037270,YG PLUS,1
A037560,LG헬로비전,1
A037710,광주신세계,1
A039130,하나투어,1
A039490,키움증권,1
A039570,HDC아이콘트롤스,1
A041650,상신브레이크,1
A042660,대우조선해양,1
A042670,두산인프라코어,1
A042700,한미반도체,1
A044380,주연테크,1
A044450,KSS해운,1
A044820,코스맥스비티아이,1
A047040,대우건설,1
A047050,포스코인터내셔널,1
A047400,유니온머티리얼,1
A047810,한국항공우주,1
A049770,동원F&B,1
A049800,우진플라임,1
A051600,한전KPS,1
A051630,진양화학,1
A051900,LG생활건강,1
A051905,LG생활건강우,1
